,mean,max,min,r,std,vol,fd
0,0.0,0.0,0.0,,0.0,0.0,0.0
1,0.00011175484516073103,0.00011175484516073103,0.00011175484516073103,0.00011175484516073103,0.0,0.0,0.0
2,0.0001321658370513019,0.00016278232488715818,0.00010154934921544561,0.00015257682894187274,2.0410991890570854e-05,6.123297567171257e-05,1.0205495945285427e-05
3,0.0001061694986345183,0.00016671746420558557,4.562153306345103e-05,5.417682180095111e-05,4.036531038071151e-05,0.00012109593114213455,2.0258767423760788e-05
4,6.7432821391116e-05,0.00018091462921575424,-4.6048986433522244e-05,-4.877721033909087e-05,7.565453854975883e-05,0.0002269636156492765,3.41077102052603e-05
5,2.170730961911417e-05,0.0001923528440084494,-0.0001489382247702211,-0.00016119473746889314,0.00011376368959289017,0.0003412910687786705,5.003890608278628e-05
6,1.1169372608513904e-05,0.00017194627641076453,-0.00014960753119373674,5.90651601077297e-05,0.00010718460253483375,0.00032155380760450126,7.147582658975303e-05
7,-3.2665942270010526e-05,9.082148456075924e-05,-0.0001561533691007803,-6.65997454507494e-05,8.232495122051317e-05,0.0002469748536615395,8.385861845574148e-05
8,-6.405917574861633e-05,4.480184712749263e-05,-0.0001729201986247253,-0.00010278934559207795,7.257401525073931e-05,0.00021772204575221793,9.030035942974703e-05
9,-9.392273471434263e-05,3.9582056400019354e-05,-0.00022742752582870462,-0.00019809500516772228,8.900319407624133e-05,0.00026700958222872396,9.297009053504353e-05
10,-0.00012980006442045374,7.087156669547626e-05,-0.00033047169553638374,-0.00034058138599944883,0.00013378108741062,0.00040134326223186,9.697357009858949e-05
11,-0.00012079327431284029,9.978328021845657e-05,-0.00034136982884413715,0.00010409911064579695,0.0001470510363541979,0.0004411531090625937,0.00010494685686246233
12,-0.00010109606150124791,0.00013754470358581686,-0.00033973682658831265,3.1886318607212525e-05,0.0001590938433913765,0.0004772815301741295,0.00012030063529663498
13,-8.238751686319737e-05,0.00016247355921692017,-0.0003272485929433149,-9.246622401825221e-06,0.00016324071738674502,0.0004897221521602351,0.00013843397572383613
14,-6.632401481171052e-05,0.00016587259976664988,-0.0002985206293900709,-0.0001177774949102881,0.00015479774305224026,0.0004643932291567208,0.0001515928855190359
15,-1.4289460959466161e-05,0.00010430544279307996,-0.0001328843647120123,-8.0408616738227e-05,7.906326916836408e-05,0.00023718980750509226,0.00014064932187058472
16,-5.5479107700603686e-05,3.048779693294732e-05,-0.00014144601233415468,-0.00010184912305989065,5.7311269755700674e-05,0.000171933809267102,0.00012270136855088528
17,-4.063439495037144e-05,8.269327478473396e-05,-0.00016396206468547684,0.00010610988235837374,8.221844649007028e-05,0.0002466553394702108,0.00010732628917062403
18,-6.630691489814242e-06,0.00016777926538971618,-0.00018104064836934464,0.0001607718949009608,0.0001162733045863536,0.0003488199137590608,9.793280661054575e-05
19,1.307371072530657e-06,0.00016567172954999772,-0.00016305698740493643,-7.808718209856362e-05,0.00010957623898497804,0.00032872871695493414,8.888850579709332e-05
20,-1.873811689568409e-05,0.0001762059839532127,-0.0002136822177445809,-0.00018063605657930073,0.00012996273389926453,0.0003898882016977936,9.906839874327339e-05
21,4.4623599683304224e-05,0.00026920835991658384,-0.00017996116054997538,0.0002149594598350509,0.00014972317348885307,0.0004491695204665592,0.00011755077948990388
22,5.37856737408401e-05,0.00028558050840637734,-0.00017800916092469712,0.0001519202526460531,0.0001545298897770248,0.00046358966933107443,0.00013201306814729477
23,1.4156185079597784e-05,0.0002350275755965766,-0.00020671520543738103,-3.7375548405250784e-05,0.00014724759367798588,0.00044174278103395763,0.00013820792596562124
24,2.8136221118555533e-05,0.00023965477498318462,-0.00018338233274607353,-8.187001903774862e-06,0.00014101236924308604,0.00042303710772925815,0.00014449515201724283
25,8.185814596953476e-05,0.00022413986213748916,-6.042357019841962e-05,8.797356767559543e-05,9.485447744530292e-05,0.00028456343233590877,0.0001374735007264505
26,2.542728599000859e-05,0.00014832751850279413,-9.747294652277694e-05,-6.719484006257997e-05,8.193348834185703e-05,0.00024580046502557107,0.00012391556369705127
27,-1.7933747688837045e-05,6.776446865248663e-05,-0.00010363196403016071,-6.488491574817508e-05,5.7132144227549115e-05,0.00017139643268264734,0.00010443601458715614
28,-1.9004128971594198e-06,8.895699547268938e-05,-9.275782126700822e-05,4.279112555313735e-05,6.05716055798992e-05,0.0001817148167396976,8.71008169675388e-05
29,1.4358582268651064e-05,0.0001152263257682264,-8.650916123092428e-05,7.310797392527756e-05,6.724516233305022e-05,0.00020173548699915067,7.234737558553163e-05
30,-7.306765196599173e-07,8.426869530718161e-05,-8.573004834650144e-05,1.252727373404053e-05,5.666624788456102e-05,0.00016999874365368305,6.470972967338325e-05
31,2.3319496314406983e-05,9.568975774090003e-05,-4.905076511208606e-05,5.305602410775453e-05,4.824684095099536e-05,0.00014474052285298609,5.7972400195210914e-05
32,-1.0733353800038603e-06,0.00014131537935275595,-0.00014346205011276367,-0.0001868490742202293,9.492580982183988e-05,0.0002847774294655196,6.553113331406907e-05
33,-3.5122583737789136e-06,0.00013736592304856233,-0.00014439043979612017,3.059651058426208e-05,9.391878761489417e-05,0.0002817563628446825,7.220056972106806e-05
34,-1.5037708697411735e-06,0.00014193777368912098,-0.00014494531542860332,8.315041144546627e-05,9.562769637257477e-05,0.0002868830891177243,7.787707652897298e-05
35,3.891767092538947e-06,0.00014941893234596975,-0.00014163539816089188,3.9504963545441135e-05,9.701811016895387e-05,0.00029105433050686163,8.594744898585155e-05
36,-4.869137161475145e-05,0.0001368607365817518,-0.00023424347981125467,-0.00020985966942869746,0.0001237014054643355,0.00037110421639300646,0.00010103836188851958
37,-1.4658918815296253e-05,0.00013927337386717415,-0.00016859121149776665,-1.6686810222953293e-05,0.00010262152845498026,0.0003078645853649408,0.00010257750561514767
38,6.911520968230543e-06,0.00018656539206180934,-0.00017274235012534826,0.00013844870950189606,0.0001197692473957192,0.0003593077421871576,0.00010774759757131266
39,-4.267589297532932e-05,0.00015069813733971057,-0.00023604992329036924,-0.00016478665827233306,0.0001289160202100266,0.0003867480606300798,0.00011440526233880302
40,-4.939067764933129e-05,0.00013853507949392665,-0.00023731643479258925,5.931040175431307e-06,0.0001252838380955053,0.0003758515142865159,0.00012005840792411332
41,2.3227945763028885e-08,0.00014702458353491998,-0.00014697812764339393,3.720985854677413e-05,9.800090372610464e-05,0.0002940027111783139,0.00011491830757646717
42,8.68508969315655e-07,0.00014767541614121242,-0.00014593839820258112,-1.2460405105190163e-05,9.787127144793118e-05,0.00029361381434379354,0.00011396825617505735
43,-4.435985939915785e-06,0.0001316574979582634,-0.000140529469838095,0.00011192623495573886,9.07289892654528e-05,0.0002721869677963584,0.00010816020454900406
44,4.286435587790053e-05,0.00011014325398201885,-2.4414542226217797e-05,7.171505081674851e-05,4.485259873607888e-05,0.00013455779620823665,9.134752025421452e-05
45,4.4966579083264924e-05,0.00010990374010688358,-1.997058194035374e-05,1.6442156202253256e-05,4.3291440682412446e-05,0.00012987432204723733,7.494904077159596e-05
46,3.3176949039617294e-05,0.00010985362845095751,-4.349973037172292e-05,-2.1738291671464017e-05,5.111778627422681e-05,0.00015335335882268042,6.557241728122039e-05
47,2.6750149352785815e-05,0.00011376110586658846,-6.026080716101683e-05,-4.4594403539347575e-05,5.80073043425351e-05,0.0001740219130276053,5.759962386014118e-05
48,2.9823880762605527e-05,0.00012381363988581574,-6.416587836060469e-05,0.00012729489200483747,6.265983941547348e-05,0.00018797951824642043,5.198579389014531e-05
49,1.0857159886000548e-05,0.00010303243717925044,-8.131811740724934e-05,-2.3118553566276383e-05,6.145018486216659e-05,0.00018435055458649978,5.530531111536285e-05
50,1.31090200638021e-05,0.00010583719512953195,-7.961915500192775e-05,2.770145709126102e-05,6.181878337715324e-05,0.0001854563501314597,5.901077965431101e-05
51,5.457974739305336e-05,0.00018714580769465066,-7.798631290854393e-05,0.00018561534497479228,8.837737353439821e-05,0.0002651321206031946,6.646269710634528e-05
52,0.00013759745942627344,0.0003438782752583797,-6.868335640583284e-05,0.00037049415662675277,0.00013752054388807086,0.00041256163166421256,8.236534501545242e-05
53,0.00026971450876634486,0.0007096245630726069,-0.00017019554553991722,0.0007878801387051945,0.00029327336953750805,0.0008798201086125242,0.00012848805103985933
54,0.000419230092806483,0.0008638547279577,-2.539454234473399e-05,0.0007244593666344144,0.00029641642343414466,0.000889249270302434,0.00017548129875425496
55,0.00040989140941745904,0.0008734964073417492,-5.3713588506831096e-05,-1.8991959853858994e-05,0.0003090699986161934,0.0009272099958485803,0.00022493154180206298
56,0.0005074288336774992,0.0009569982308363855,5.785943651861282e-05,0.0006733024662749932,0.0002997129314392576,0.0008991387943177726,0.00026719865338303486
57,0.00043736014094580746,0.0009753898709046439,-0.00010066958901302895,2.0150692968293928e-05,0.0003586864866392243,0.0010760594599176728,0.0003114318419332656
58,0.0002925379244391211,0.0007923412721072966,-0.00020726542322905433,6.376905617176246e-05,0.0003332022317787836,0.0009996066953363509,0.0003194176143815207
59,0.00014270007385870656,0.0005434917993318417,-0.00025809165161442865,-2.4729886267658325e-05,0.0002671944836487568,0.0008015834509462704,0.00031357322642444315
60,3.6444306039149235e-05,0.0006191619060204788,-0.0005462732939421803,-0.0005502707989516456,0.000388478399987553,0.001165435199962659,0.00032945490669871504
61,7.740530577192428e-07,0.0004995576647148995,-0.000498009558599461,0.0004949512013678433,0.0003325224077714535,0.0009975672233143605,0.0003360168019651543
62,3.964234665640075e-05,0.0005551720797113829,-0.00047588738639858146,0.00021449216096170145,0.00034368648870332147,0.0010310594661099644,0.0003330168023779737
63,2.8571411479567997e-05,0.0005440052312354229,-0.0004868624082762869,8.414380287598725e-06,0.0003436225465039033,0.0010308676395117098,0.0003351008653229976
64,-7.459550014827768e-07,0.0005288194667401931,-0.0005303113767431586,-0.0001713167186729122,0.00035304361449445054,0.0010591308434833517,0.00035227069149213635
65,0.00013437864738235255,0.00046697899653178347,-0.00019822170176707834,0.00012535221296753105,0.00022173356609962058,0.0006652006982988618,0.0003189217247145499
66,4.954759755291243e-05,0.00024382803420721223,-0.0001447328391013874,7.079595222064259e-05,0.00012952029110286655,0.0003885608733085996,0.0002783213013808325
67,-0.00011567785533448129,0.00028532246853795265,-0.0005166781792069153,-0.0006116351034752671,0.0002673335492482893,0.0008020006477448679,0.00026305071348982606
68,-0.0002574097334962705,0.0002548864425983341,-0.0007697059095908751,-0.0007002450105213475,0.0003415307840630697,0.0010245923521892092,0.0002626323610016593
69,-0.00027587426538405236,0.00023241927185877257,-0.0007841678026268773,-0.0002636393781118213,0.0003388623581618833,0.0010165870744856499,0.00025979610973514585
70,-0.0002813812485920841,0.00021730933496073927,-0.0007800718321449075,9.781729692737242e-05,0.0003324603890352156,0.0009973811671056467,0.0002819414743222649
71,-0.0002541066568121053,0.0002923474863452672,-0.0008005607999694778,0.00020716891112053634,0.00036430276210491503,0.001092908286314745,0.0003288979685226746
72,-0.00011458062674036523,0.00038475832285125085,-0.0006139195763319813,8.599504688343324e-05,0.0003328926330610774,0.0009986778991832321,0.0003420097852852322
73,5.226682601864787e-05,0.0002975366596384711,-0.00019300300760117535,0.00013399225327371796,0.0001635132224132155,0.0004905396672396465,0.0003064062729552613
74,0.0001013773150562637,0.00021114737335373762,-8.392743241210219e-06,-1.808693292374217e-05,7.318003886498262e-05,0.00021954011659494784,0.0002532698090958812
75,0.00011630605377592189,0.00023384800902720074,-1.2359014753569522e-06,0.00017246099052566338,7.836130350085256e-05,0.0002350839105025577,0.0002024499919890086
76,0.0001035311546228307,0.0002038379659698786,3.224343275782794e-06,0.0001432944153550804,6.68712075646986e-05,0.00020061362269409582,0.0001429636810809653
77,0.00012451017839600938,0.00023571730250998124,1.3303054282037528e-05,0.00019089016574932652,7.41380827426479e-05,0.00022241424822794372,9.121277101727938e-05
78,0.0001273395962684766,0.0002394101289153122,1.5269063621640975e-05,0.0001481393426360541,7.471368843122374e-05,0.0002241410652936712,7.345286422088103e-05
79,0.0001328793625140556,0.00022885162402178465,3.690710100632657e-05,9.611898304152823e-06,6.398150767181936e-05,0.00019194452301545808,7.161315798224837e-05
